0.01614,2.1318
0.010779,2.1833
0.008497,2.5494
0.022405,2.6248
0.0039503,2.4907
0.0025756,2.8005
0.011866,2.4684
0.010939,2.6688
0.006521,2.6658
0.010708,2.135
0.022615,2.4359
0.029271,2.494
0.021122,2.1626
0.022316,2.143
0.029156,2.1157
0.021206,2.1004
0.012585,2.5735
0.012384,2.0325
0.027033,2.2143
0.0012625,2.7955
0.0032569,2.6362
0.011005,2.8082
0.0039679,2.8479
0.011063,2.6084
0.016611,2.7682
0.0073547,2.8349
0.014092,2.7899
0.018694,2.8638
0.0057237,2.4858
0.004884,2.592
0.0033243,2.5871
0.00602,2.7239
0.0065987,2.6217
0.029886,2.8003
0.0087299,2.3508
0.0038984,2.6198
0.018909,2.7984
0.012243,2.3326
0.0051985,2.5744
0.0082818,2.7818
0.014092,2.7603
0.018446,2.5274
0.015247,2.7783
0.014978,2.8103
0.026125,2.8519
0.0034819,2.6699
0.010519,2.5847
0.020289,2.8167
0.011972,2.7007
0.011966,2.8589
0.010466,2.4886
0.01776,2.6689
0.0095,2.618
0.018724,2.8381
0.0073305,2.7849
0.010531,2.7616
0.011688,2.3682
0.016786,2.846
0.0083726,2.7176
0.013848,2.7928
0.0035534,2.5506
0.0052004,2.1421
0.01686,2.7406
0.0043939,2.7899
0.011138,2.6411
0.0044585,2.6022
0.0066656,2.7528
0.0068535,2.7448
0.017822,2.8469
0.0033593,2.5623
0.0046403,2.6801
0.0068556,2.6825
0.0048236,2.6335
0.0074665,2.3758
0.0055259,2.7615
0.0076934,2.6721
0.021835,2.6717
0.00038098,2.7566
0.0025629,2.7906
0.019574,2.8226
0.0094598,2.5782
0.014664,2.8685
0.01837,2.0406
0.016278,2.6425
0.016832,2.7948
0.0095689,2.5479
0.017538,1.9785
0.0026361,2.782
0.0084412,2.3386
0.029353,2.6994
0.012708,2.5418
0.0085848,2.1417
0.0046681,2.8134
0.028711,2.7576
0.025175,1.9067
0.014724,2.5051
0.009706,2.5784
0.023451,2.5999
0.015175,2.8421
0.0063678,2.7704
0.025536,2.5911
0.0057669,2.1531
0.012751,2.5902
0.015746,2.8031
0.021476,2.769
0.0070972,2.3849
0.008309,2.7569
0.028688,2.7441
0.0174,2.7902
0.01747,2.7918
0.005591,2.6933
0.0068695,2.4007
0.0044875,2.815
0.011483,2.5423
0.0058486,2.7094
0.0025613,2.5564
0.0076042,2.7054
0.0047386,2.682
0.0086998,2.6417
0.019408,2.8341
0.011811,2.5032
0.0011254,2.8039
0.011343,2.7062
0.0040813,2.7043
0.018463,2.7752
0.011293,2.3037
0.0086267,2.7907
0.017982,2.6535
0.01434,2.7076
0.014109,2.8359
0.0082462,2.5261
0.025206,2.6811
0.0056275,2.2083
0.01208,2.8091
0.0035666,2.6773
0.0087332,2.6697
0.021123,2.5404
0.0087824,2.8252
0.017758,2.543
0.036361,2.5162
0.014001,2.7345
0.011674,2.7607
0.017355,2.6957
0.0061014,2.7461
0.011268,2.3838
0.0051713,2.3971
0.012705,2.8116
0.014171,2.719
0.0069608,2.7466
0.005924,2.4324
0.01174,2.0659
0.0030396,2.5894
0.025243,2.7815
0.007877,2.5349
0.012461,1.997
0.016872,2.1545
0.0027727,2.4474
0.015786,2.0831
0.0027639,2.5646
0.0049115,2.6587
0.0050829,2.6576
0.012937,2.6836
0.0020591,2.7372
0.016967,2.3842
0.01366,2.8141
0.0083338,2.6443
0.0090303,2.6885
0.0087983,2.6018
0.016123,2.314
0.0073132,2.6142
0.00731,2.6845
0.0061617,2.4539
0.0028111,2.5313
0.003729,1.8775
0.0046531,2.7596
0.0074739,2.5615
0.019714,2.2053
0.035054,2.6062
0.011732,2.6526
0.009667,2.4564
0.0013379,2.7271
0.0065046,2.2012
0.0052811,2.7524
0.025338,2.363
0.021102,2.4191
0.016215,2.0821
0.048092,2.8436
0.0097847,2.5249
0.00064739,2.8456
0.013659,2.4066
0.011639,2.846
0.010062,2.6394
0.0069511,2.711
0.015215,2.8961
0.017435,2.9161
0.0079013,2.6957
0.0079628,2.8708
0.002244,2.8744
0.004999,2.9279
0.015662,2.6065
0.0050098,2.7615
0.0074927,2.4063
0.0051223,2.6431
0.0083662,2.6942
0.011681,2.4127
0.017117,2.711
0.0081596,2.912
0.011892,2.6919
0.01821,2.8841
0.00584,2.8401
0.0047134,2.8718
0.0088912,2.8613
0.013472,2.9404
0.017693,2.8516
0.0108,2.9318
0.022483,2.4232
0.044117,2.7829
0.0068159,2.7788
0.008803,2.578
0.015894,2.8882
0.016701,2.8771
0.017325,2.8915
0.014071,2.8018
0.014006,2.5883
0.01365,2.8848
0.0045473,2.7911
0.010181,2.89
0.0027324,2.8572
0.014195,2.5273
0.0031915,2.8091
0.0029137,2.6848
0.00058602,2.8117
0.015086,2.5593
0.0082811,2.6516
0.012228,2.7766
0.010743,2.89
0.012379,2.9189
0.0031046,2.8554
0.0039322,2.6906
0.008622,2.7837
0.014456,2.1769
0.014692,2.8864
0.015332,2.8099
0.034689,2.8917
0.044049,2.8957
0.012032,2.372
0.044266,2.8993
0.009314,2.6197
0.0064803,2.7488
0.019229,2.9056
0.003856,2.8065
0.0046517,2.9359
0.0099872,2.4683
0.0066595,2.798
0.0063761,2.3903
0.01269,2.5563
0.017741,2.778
0.039272,2.8369
0.039588,2.6235
0.019948,2.4701
0.0074057,2.9316
0.030878,2.6535
0.012047,2.9044
0.051308,2.8701
0.010385,2.9078
0.028732,2.6628
0.0052868,2.5473
0.0041304,2.9025
0.0045977,2.5994
0.048305,2.8922
0.0075961,2.7714
0.011742,2.309
0.01296,2.8039
0.0086307,2.8538
0.01608,2.685
0.0061101,2.7362
0.0090077,2.7144
0.012775,2.543
0.014692,2.6595
0.011033,2.8817
0.012134,2.6625
0.0029722,2.7227
0.012221,2.9298
0.0041323,2.767
0.020055,2.8485
0.011207,2.8114
0.014022,2.7066
0.014666,2.9077
0.010849,2.7806
0.0037536,2.6855
0.013423,2.859
0.0064016,2.9175
0.0039064,2.4592
0.012215,2.7623
0.0095601,2.7491
0.0030275,2.632
0.00089273,2.7009
0.017387,2.4251
0.023538,2.7687
0.014614,2.8376
0.0061158,2.4064
0.011311,2.7571
0.0017538,2.6526
0.025176,2.8712
0.0094409,2.419
0.0079254,2.7904
0.003711,2.8211
0.0024784,2.7695
0.029833,2.6464
0.012912,2.6896
0.015178,2.7192
0.011896,2.8195
0.0055217,2.8179
0.0093256,2.7796
0.011648,2.4672
0.014728,2.8164
0.0069127,2.5141
0.033083,2.5435
0.032717,2.2717
0.0093674,2.5264
0.0034868,2.3591
