filename	3_types	16_types
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SI2004.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SX114.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SX294.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SX24.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SX204.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SI1374.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SX384.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MEDR0/SI744.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SX68.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SI1148.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SX248.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SI518.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SX158.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SX338.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FETB0/SI1778.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SX125.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SI2285.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SI696.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SX305.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SX395.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SI1025.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSJK1/SX215.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SX147.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SI867.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SX237.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SI1497.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SX417.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MGRL0/SI2127.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SX434.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SX344.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SX327.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SX74.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SI1874.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SX164.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FSAH0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SX146.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SX416.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SX56.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SI1406.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FDAW0/SI2036.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SX438.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SX258.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SI2238.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SX348.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SI978.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SI1608.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/FKFB0/SX168.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SX271.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SI1261.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SI631.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SI1837.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SA2.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SX91.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SX361.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MDAC0/SX451.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SX449.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SI1079.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SA1.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SX269.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SI1709.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SX89.WAV	D	D2
/home/speech/D2_mid_full_1028/TRAIN/DR1/MMGG0/SX179.WAV	D	D2
